#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0151582E-05   1.1432732E+06   1.1432732E+06   1.5243241E+06   1.2199213E+04   1.3792298E+03   1.1437819E+06   1.1432732E+06   1.1436196E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0908969E-05   1.1432731E+06   1.1432731E+06   1.5243177E+06   1.2199179E+04   1.3792137E+03   1.1437817E+06   1.1432731E+06   1.1436195E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1722864E-05   1.1432729E+06   1.1432729E+06   1.5243103E+06   1.2199141E+04   1.3791952E+03   1.1437816E+06   1.1432729E+06   1.1436193E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2597481E-05   1.1432728E+06   1.1432728E+06   1.5243018E+06   1.2199096E+04   1.3791738E+03   1.1437814E+06   1.1432728E+06   1.1436191E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3537352E-05   1.1432726E+06   1.1432726E+06   1.5242920E+06   1.2199044E+04   1.3791491E+03   1.1437812E+06   1.1432726E+06   1.1436189E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4547345E-05   1.1432723E+06   1.1432723E+06   1.5242807E+06   1.2198985E+04   1.3791205E+03   1.1437809E+06   1.1432723E+06   1.1436187E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5632690E-05   1.1432721E+06   1.1432721E+06   1.5242676E+06   1.2198916E+04   1.3790875E+03   1.1437806E+06   1.1432721E+06   1.1436184E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6799011E-05   1.1432718E+06   1.1432718E+06   1.5242524E+06   1.2198837E+04   1.3790495E+03   1.1437803E+06   1.1432718E+06   1.1436180E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8052349E-05   1.1432714E+06   1.1432714E+06   1.5242350E+06   1.2198745E+04   1.3790055E+03   1.1437799E+06   1.1432714E+06   1.1436177E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.9399196E-05   1.1432711E+06   1.1432711E+06   1.5242148E+06   1.2198639E+04   1.3789547E+03   1.1437794E+06   1.1432711E+06   1.1436172E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
