#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0538051E-05   1.4901651E+07   1.4901651E+07   1.9861585E+07   1.1644035E+04   7.9713651E+04   1.4901683E+07   1.4901651E+07   9.4246286E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1324272E-05   1.4901648E+07   1.4901648E+07   1.9860454E+07   1.1643615E+04   7.9712505E+04   1.4901680E+07   1.4901648E+07   9.4246266E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2169152E-05   1.4901645E+07   1.4901645E+07   1.9859148E+07   1.1643131E+04   7.9711182E+04   1.4901677E+07   1.4901645E+07   9.4246243E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3077066E-05   1.4901641E+07   1.4901641E+07   1.9857640E+07   1.1642572E+04   7.9709654E+04   1.4901673E+07   1.4901641E+07   9.4246217E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4052717E-05   1.4901636E+07   1.4901636E+07   1.9855898E+07   1.1641926E+04   7.9707890E+04   1.4901668E+07   1.4901636E+07   9.4246187E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5101160E-05   1.4901631E+07   1.4901631E+07   1.9853888E+07   1.1641180E+04   7.9705854E+04   1.4901662E+07   1.4901631E+07   9.4246151E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6227825E-05   1.4901625E+07   1.4901625E+07   1.9851566E+07   1.1640319E+04   7.9703502E+04   1.4901656E+07   1.4901625E+07   9.4246111E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7438547E-05   1.4901618E+07   1.4901618E+07   1.9848885E+07   1.1639324E+04   7.9700787E+04   1.4901648E+07   1.4901618E+07   9.4246064E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739600E-05   1.4901610E+07   1.4901610E+07   1.9845790E+07   1.1638176E+04   7.9697652E+04   1.4901640E+07   1.4901610E+07   9.4246010E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.0137720E-05   1.4901600E+07   1.4901600E+07   1.9842216E+07   1.1636851E+04   7.9694033E+04   1.4901630E+07   1.4901600E+07   9.4245948E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1640152E-05   1.4901589E+07   1.4901589E+07   1.9838090E+07   1.1635320E+04   7.9689854E+04   1.4901619E+07   1.4901589E+07   9.4245876E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3254677E-05   1.4901577E+07   1.4901577E+07   1.9833326E+07   1.1633553E+04   7.9685031E+04   1.4901606E+07   1.4901577E+07   9.4245793E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.4989658E-05   1.4901562E+07   1.4901562E+07   1.9827826E+07   1.1631512E+04   7.9679463E+04   1.4901590E+07   1.4901562E+07   9.4245697E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6854082E-05   1.4901546E+07   1.4901546E+07   1.9821477E+07   1.1629156E+04   7.9673035E+04   1.4901573E+07   1.4901546E+07   9.4245586E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8857607E-05   1.4901526E+07   1.4901526E+07   1.9814147E+07   1.1626436E+04   7.9665617E+04   1.4901553E+07   1.4901526E+07   9.4245458E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.1010610E-05   1.4901504E+07   1.4901504E+07   1.9805686E+07   1.1623296E+04   7.9657054E+04   1.4901529E+07   1.4901504E+07   9.4245310E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3324244E-05   1.4901478E+07   1.4901478E+07   1.9795919E+07   1.1619672E+04   7.9647173E+04   1.4901502E+07   1.4901478E+07   9.4245139E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5810494E-05   1.4901448E+07   1.4901448E+07   1.9784647E+07   1.1615488E+04   7.9635770E+04   1.4901471E+07   1.4901448E+07   9.4244942E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
