#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0538051E-05   1.7126059E+07   1.7126059E+07   2.2824898E+07   1.2523072E+04   8.5952139E+04   1.7126078E+07   1.7126059E+07   8.4365681E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1324272E-05   1.7126055E+07   1.7126055E+07   2.2823369E+07   1.2522549E+04   8.5950556E+04   1.7126074E+07   1.7126055E+07   8.4365663E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2169152E-05   1.7126051E+07   1.7126051E+07   2.2821604E+07   1.2521944E+04   8.5948728E+04   1.7126070E+07   1.7126051E+07   8.4365642E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3077066E-05   1.7126047E+07   1.7126047E+07   2.2819566E+07   1.2521246E+04   8.5946617E+04   1.7126065E+07   1.7126047E+07   8.4365618E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4052717E-05   1.7126041E+07   1.7126041E+07   2.2817213E+07   1.2520440E+04   8.5944180E+04   1.7126059E+07   1.7126041E+07   8.4365590E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5101160E-05   1.7126035E+07   1.7126035E+07   2.2814496E+07   1.2519510E+04   8.5941366E+04   1.7126053E+07   1.7126035E+07   8.4365558E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6227825E-05   1.7126028E+07   1.7126028E+07   2.2811359E+07   1.2518435E+04   8.5938118E+04   1.7126045E+07   1.7126028E+07   8.4365521E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7438547E-05   1.7126019E+07   1.7126019E+07   2.2807736E+07   1.2517194E+04   8.5934367E+04   1.7126036E+07   1.7126019E+07   8.4365478E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739600E-05   1.7126010E+07   1.7126010E+07   2.2803553E+07   1.2515761E+04   8.5930036E+04   1.7126026E+07   1.7126010E+07   8.4365428E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.0137720E-05   1.7125999E+07   1.7125999E+07   2.2798724E+07   1.2514107E+04   8.5925036E+04   1.7126015E+07   1.7125999E+07   8.4365371E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1640152E-05   1.7125986E+07   1.7125986E+07   2.2793149E+07   1.2512197E+04   8.5919264E+04   1.7126001E+07   1.7125986E+07   8.4365305E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3254677E-05   1.7125971E+07   1.7125971E+07   2.2786712E+07   1.2509992E+04   8.5912601E+04   1.7125986E+07   1.7125971E+07   8.4365228E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.4989658E-05   1.7125954E+07   1.7125954E+07   2.2779281E+07   1.2507446E+04   8.5904910E+04   1.7125968E+07   1.7125954E+07   8.4365140E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6854082E-05   1.7125934E+07   1.7125934E+07   2.2770703E+07   1.2504506E+04   8.5896032E+04   1.7125947E+07   1.7125934E+07   8.4365038E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8857607E-05   1.7125911E+07   1.7125911E+07   2.2760801E+07   1.2501113E+04   8.5885785E+04   1.7125923E+07   1.7125911E+07   8.4364920E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.1010610E-05   1.7125884E+07   1.7125884E+07   2.2749371E+07   1.2497195E+04   8.5873958E+04   1.7125896E+07   1.7125884E+07   8.4364784E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3324244E-05   1.7125854E+07   1.7125854E+07   2.2736179E+07   1.2492673E+04   8.5860310E+04   1.7125864E+07   1.7125854E+07   8.4364627E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5810494E-05   1.7125819E+07   1.7125819E+07   2.2720953E+07   1.2487454E+04   8.5844563E+04   1.7125827E+07   1.7125819E+07   8.4364446E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.8482237E-05   1.7125778E+07   1.7125778E+07   2.2703383E+07   1.2481430E+04   8.5826394E+04   1.7125785E+07   1.7125778E+07   8.4364237E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1353313E-05   1.7125731E+07   1.7125731E+07   2.2683109E+07   1.2474477E+04   8.5805434E+04   1.7125736E+07   1.7125731E+07   8.4363996E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.4438594E-05   1.7125677E+07   1.7125677E+07   2.2659718E+07   1.2466454E+04   8.5781259E+04   1.7125679E+07   1.7125677E+07   8.4363717E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7754061E-05   1.7125614E+07   1.7125614E+07   2.2632735E+07   1.2457196E+04   8.5753381E+04   1.7125614E+07   1.7125614E+07   8.4363395E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.1316888E-05   1.7125541E+07   1.7125541E+07   2.2601612E+07   1.2446515E+04   8.5721239E+04   1.7125538E+07   1.7125541E+07   8.4363023E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.5145529E-05   1.7125458E+07   1.7125458E+07   2.2565723E+07   1.2434194E+04   8.5684191E+04   1.7125451E+07   1.7125458E+07   8.4362594E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259817E-05   1.7125361E+07   1.7125361E+07   2.2524344E+07   1.2419983E+04   8.5641499E+04   1.7125350E+07   1.7125361E+07   8.4362098E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.3681064E-05   1.7125250E+07   1.7125250E+07   2.2476649E+07   1.2403596E+04   8.5592320E+04   1.7125234E+07   1.7125250E+07   8.4361526E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.8432169E-05   1.7125122E+07   1.7125122E+07   2.2421689E+07   1.2384703E+04   8.5535691E+04   1.7125100E+07   1.7125122E+07   8.4360866E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.3537745E-05   1.7124973E+07   1.7124973E+07   2.2358379E+07   1.2362927E+04   8.5470510E+04   1.7124945E+07   1.7124973E+07   8.4360104E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.9024236E-05   1.7124802E+07   1.7124802E+07   2.2285478E+07   1.2337835E+04   8.5395525E+04   1.7124767E+07   1.7124802E+07   8.4359224E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.4920063E-05   1.7124604E+07   1.7124604E+07   2.2201571E+07   1.2308932E+04   8.5309312E+04   1.7124561E+07   1.7124604E+07   8.4358209E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.1255765E-05   1.7124376E+07   1.7124376E+07   2.2105043E+07   1.2275653E+04   8.5210257E+04   1.7124323E+07   1.7124376E+07   8.4357038E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.8064159E-05   1.7124113E+07   1.7124113E+07   2.1994064E+07   1.2237350E+04   8.5096537E+04   1.7124048E+07   1.7124113E+07   8.4355686E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0538051E-04   1.7123810E+07   1.7123810E+07   2.1866557E+07   1.2193290E+04   8.4966098E+04   1.7123731E+07   1.7123810E+07   8.4354126E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1324272E-04   1.7123459E+07   1.7123459E+07   2.1720176E+07   1.2142637E+04   8.4816641E+04   1.7123366E+07   1.7123459E+07   8.4352327E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2169152E-04   1.7123055E+07   1.7123055E+07   2.1552281E+07   1.2084445E+04   8.4645599E+04   1.7122945E+07   1.7123055E+07   8.4350252E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3077066E-04   1.7122590E+07   1.7122590E+07   2.1359914E+07   1.2017645E+04   8.4450132E+04   1.7122459E+07   1.7122590E+07   8.4347859E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4052717E-04   1.7122053E+07   1.7122053E+07   2.1139776E+07   1.1941036E+04   8.4227113E+04   1.7121898E+07   1.7122053E+07   8.4345099E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5101160E-04   1.7121434E+07   1.7121434E+07   2.0888215E+07   1.1853271E+04   8.3973137E+04   1.7121253E+07   1.7121434E+07   8.4341919E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6227825E-04   1.7120720E+07   1.7120720E+07   2.0601217E+07   1.1752850E+04   8.3684537E+04   1.7120508E+07   1.7120720E+07   8.4338253E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
