#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0538051E-05   3.7593842E+06   3.7593842E+06   5.0120750E+06   1.1855015E+04   3.8629413E+04   3.7596061E+06   3.7593842E+06   3.7327053E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1324272E-05   3.7593836E+06   3.7593836E+06   5.0120066E+06   1.1854915E+04   3.8629070E+04   3.7596054E+06   3.7593836E+06   3.7327047E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2169152E-05   3.7593829E+06   3.7593829E+06   5.0119275E+06   1.1854799E+04   3.8628672E+04   3.7596047E+06   3.7593829E+06   3.7327040E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3077066E-05   3.7593822E+06   3.7593822E+06   5.0118363E+06   1.1854666E+04   3.8628214E+04   3.7596039E+06   3.7593822E+06   3.7327032E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4052717E-05   3.7593813E+06   3.7593813E+06   5.0117309E+06   1.1854513E+04   3.8627684E+04   3.7596029E+06   3.7593813E+06   3.7327022E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5101160E-05   3.7593803E+06   3.7593803E+06   5.0116092E+06   1.1854335E+04   3.8627073E+04   3.7596018E+06   3.7593803E+06   3.7327011E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6227825E-05   3.7593791E+06   3.7593791E+06   5.0114687E+06   1.1854130E+04   3.8626367E+04   3.7596005E+06   3.7593791E+06   3.7326998E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7438547E-05   3.7593778E+06   3.7593778E+06   5.0113065E+06   1.1853893E+04   3.8625552E+04   3.7595991E+06   3.7593778E+06   3.7326984E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739600E-05   3.7593762E+06   3.7593762E+06   5.0111191E+06   1.1853620E+04   3.8624610E+04   3.7595973E+06   3.7593762E+06   3.7326967E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.0137720E-05   3.7593744E+06   3.7593744E+06   5.0109028E+06   1.1853304E+04   3.8623523E+04   3.7595954E+06   3.7593744E+06   3.7326947E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1640152E-05   3.7593724E+06   3.7593724E+06   5.0106530E+06   1.1852939E+04   3.8622268E+04   3.7595931E+06   3.7593724E+06   3.7326925E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3254677E-05   3.7593700E+06   3.7593700E+06   5.0103645E+06   1.1852518E+04   3.8620818E+04   3.7595905E+06   3.7593700E+06   3.7326898E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.4989658E-05   3.7593672E+06   3.7593672E+06   5.0100314E+06   1.1852032E+04   3.8619145E+04   3.7595874E+06   3.7593672E+06   3.7326868E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6854082E-05   3.7593640E+06   3.7593640E+06   5.0096467E+06   1.1851470E+04   3.8617212E+04   3.7595839E+06   3.7593640E+06   3.7326834E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8857607E-05   3.7593603E+06   3.7593603E+06   5.0092026E+06   1.1850822E+04   3.8614981E+04   3.7595799E+06   3.7593603E+06   3.7326793E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.1010610E-05   3.7593561E+06   3.7593561E+06   5.0086897E+06   1.1850073E+04   3.8612405E+04   3.7595752E+06   3.7593561E+06   3.7326747E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3324244E-05   3.7593511E+06   3.7593511E+06   5.0080976E+06   1.1849209E+04   3.8609430E+04   3.7595698E+06   3.7593511E+06   3.7326693E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5810494E-05   3.7593455E+06   3.7593455E+06   5.0074138E+06   1.1848211E+04   3.8605996E+04   3.7595636E+06   3.7593455E+06   3.7326631E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.8482237E-05   3.7593389E+06   3.7593389E+06   5.0066244E+06   1.1847058E+04   3.8602032E+04   3.7595564E+06   3.7593389E+06   3.7326560E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1353313E-05   3.7593313E+06   3.7593313E+06   5.0057128E+06   1.1845728E+04   3.8597455E+04   3.7595481E+06   3.7593313E+06   3.7326477E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.4438594E-05   3.7593226E+06   3.7593226E+06   5.0046604E+06   1.1844191E+04   3.8592171E+04   3.7595385E+06   3.7593226E+06   3.7326382E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7754061E-05   3.7593125E+06   3.7593125E+06   5.0034454E+06   1.1842417E+04   3.8586072E+04   3.7595274E+06   3.7593125E+06   3.7326272E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.1316888E-05   3.7593008E+06   3.7593008E+06   5.0020427E+06   1.1840369E+04   3.8579032E+04   3.7595146E+06   3.7593008E+06   3.7326145E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.5145529E-05   3.7592874E+06   3.7592874E+06   5.0004233E+06   1.1838004E+04   3.8570906E+04   3.7594998E+06   3.7592874E+06   3.7325998E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259817E-05   3.7592718E+06   3.7592718E+06   4.9985538E+06   1.1835274E+04   3.8561528E+04   3.7594827E+06   3.7592718E+06   3.7325829E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.3681064E-05   3.7592539E+06   3.7592539E+06   4.9963959E+06   1.1832122E+04   3.8550706E+04   3.7594630E+06   3.7592539E+06   3.7325633E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.8432169E-05   3.7592332E+06   3.7592332E+06   4.9939050E+06   1.1828483E+04   3.8538219E+04   3.7594403E+06   3.7592332E+06   3.7325407E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.3537745E-05   3.7592092E+06   3.7592092E+06   4.9910300E+06   1.1824283E+04   3.8523811E+04   3.7594140E+06   3.7592092E+06   3.7325146E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.9024236E-05   3.7591816E+06   3.7591816E+06   4.9877120E+06   1.1819435E+04   3.8507191E+04   3.7593837E+06   3.7591816E+06   3.7324845E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.4920063E-05   3.7591497E+06   3.7591497E+06   4.9838831E+06   1.1813839E+04   3.8488020E+04   3.7593486E+06   3.7591497E+06   3.7324497E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.1255765E-05   3.7591129E+06   3.7591129E+06   4.9794649E+06   1.1807381E+04   3.8465914E+04   3.7593082E+06   3.7591129E+06   3.7324096E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.8064159E-05   3.7590703E+06   3.7590703E+06   4.9743675E+06   1.1799928E+04   3.8440426E+04   3.7592615E+06   3.7590703E+06   3.7323632E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0538051E-04   3.7590213E+06   3.7590213E+06   4.9684873E+06   1.1791328E+04   3.8411047E+04   3.7592076E+06   3.7590213E+06   3.7323097E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1324272E-04   3.7589646E+06   3.7589646E+06   4.9617051E+06   1.1781405E+04   3.8377193E+04   3.7591454E+06   3.7589646E+06   3.7322480E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2169152E-04   3.7588992E+06   3.7588992E+06   4.9538841E+06   1.1769959E+04   3.8338194E+04   3.7590736E+06   3.7588992E+06   3.7321767E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3077066E-04   3.7588236E+06   3.7588236E+06   4.9448671E+06   1.1756756E+04   3.8293287E+04   3.7589907E+06   3.7588236E+06   3.7320943E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4052717E-04   3.7587365E+06   3.7587365E+06   4.9344738E+06   1.1741530E+04   3.8241599E+04   3.7588950E+06   3.7587365E+06   3.7319993E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
