#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0538051E-05   1.1111696E+07   1.1111696E+07   1.4811659E+07   1.0967859E+04   7.4949169E+04   1.1111757E+07   1.1111696E+07   9.2173712E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1324272E-05   1.1111694E+07   1.1111694E+07   1.4811047E+07   1.0967572E+04   7.4948389E+04   1.1111755E+07   1.1111694E+07   9.2173694E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2169152E-05   1.1111692E+07   1.1111692E+07   1.4810340E+07   1.0967241E+04   7.4947488E+04   1.1111753E+07   1.1111692E+07   9.2173673E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3077066E-05   1.1111689E+07   1.1111689E+07   1.4809524E+07   1.0966858E+04   7.4946448E+04   1.1111750E+07   1.1111689E+07   9.2173648E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4052717E-05   1.1111686E+07   1.1111686E+07   1.4808582E+07   1.0966417E+04   7.4945246E+04   1.1111746E+07   1.1111686E+07   9.2173620E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5101160E-05   1.1111682E+07   1.1111682E+07   1.4807494E+07   1.0965907E+04   7.4943859E+04   1.1111742E+07   1.1111682E+07   9.2173587E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6227825E-05   1.1111678E+07   1.1111678E+07   1.4806237E+07   1.0965318E+04   7.4942258E+04   1.1111738E+07   1.1111678E+07   9.2173550E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7438547E-05   1.1111673E+07   1.1111673E+07   1.4804787E+07   1.0964638E+04   7.4940409E+04   1.1111733E+07   1.1111673E+07   9.2173506E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739600E-05   1.1111667E+07   1.1111667E+07   1.4803112E+07   1.0963853E+04   7.4938274E+04   1.1111726E+07   1.1111667E+07   9.2173456E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.0137720E-05   1.1111660E+07   1.1111660E+07   1.4801177E+07   1.0962946E+04   7.4935809E+04   1.1111719E+07   1.1111660E+07   9.2173398E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1640152E-05   1.1111653E+07   1.1111653E+07   1.4798944E+07   1.0961899E+04   7.4932963E+04   1.1111711E+07   1.1111653E+07   9.2173331E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3254677E-05   1.1111644E+07   1.1111644E+07   1.4796366E+07   1.0960690E+04   7.4929678E+04   1.1111702E+07   1.1111644E+07   9.2173253E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.4989658E-05   1.1111634E+07   1.1111634E+07   1.4793389E+07   1.0959295E+04   7.4925885E+04   1.1111691E+07   1.1111634E+07   9.2173164E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6854082E-05   1.1111622E+07   1.1111622E+07   1.4789952E+07   1.0957683E+04   7.4921506E+04   1.1111679E+07   1.1111622E+07   9.2173061E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
