#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   9.3496280E-06   1.2730332E+07   1.2730332E+07   1.6958050E+07   -1.4167605E+07   -8.2859152E+08   1.2730322E+07   1.2730332E+07   6.3872523E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0047183E-05   1.2730498E+07   1.2730498E+07   1.6955838E+07   -1.4167388E+07   -8.2857772E+08   1.2730488E+07   1.2730498E+07   6.3872639E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0796782E-05   1.2730689E+07   1.2730689E+07   1.6953283E+07   -1.4167138E+07   -8.2856178E+08   1.2730679E+07   1.2730689E+07   6.3872772E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1602306E-05   1.2730910E+07   1.2730910E+07   1.6950334E+07   -1.4166849E+07   -8.2854338E+08   1.2730900E+07   1.2730910E+07   6.3872926E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2467929E-05   1.2731166E+07   1.2731166E+07   1.6946928E+07   -1.4166516E+07   -8.2852213E+08   1.2731155E+07   1.2731166E+07   6.3873104E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3398134E-05   1.2731461E+07   1.2731461E+07   1.6942996E+07   -1.4166130E+07   -8.2849759E+08   1.2731449E+07   1.2731461E+07   6.3873310E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4397740E-05   1.2731801E+07   1.2731801E+07   1.6938455E+07   -1.4165685E+07   -8.2846925E+08   1.2731789E+07   1.2731801E+07   6.3873547E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5471924E-05   1.2732195E+07   1.2732195E+07   1.6933213E+07   -1.4165172E+07   -8.2843653E+08   1.2732182E+07   1.2732195E+07   6.3873821E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6626251E-05   1.2732649E+07   1.2732649E+07   1.6927161E+07   -1.4164578E+07   -8.2839875E+08   1.2732635E+07   1.2732649E+07   6.3874137E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7866699E-05   1.2733173E+07   1.2733173E+07   1.6920173E+07   -1.4163893E+07   -8.2835512E+08   1.2733159E+07   1.2733173E+07   6.3874503E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
